m,r,l,P,T,rho,epsilon,nabla,convective_status
5.364839248394857e+32,12635959935.532057,8.628371520703864e+33,8.51123268556304e+16,12502229.54796603,50.35039549908924,6.016560086759777,[0.31670748],0
5.371553354543871e+32,12642571293.278723,8.632405282394043e+33,8.503741071108914e+16,12498733.632435475,50.320156286350425,6.005740325082976,[0.31662495],0
5.378267460692885e+32,12649179847.409393,8.636431889973877e+33,8.49625566427643e+16,12495239.439203268,50.2899299368362,5.994940671771532,[0.31654249],0
5.384981566841899e+32,12655785609.22644,8.640451356624745e+33,8.488776456092246e+16,12491746.965866435,50.25971643044197,5.984161080774632,[0.31646009],0
5.3916956729909134e+32,12662388589.994421,8.644463695470868e+33,8.48130343763105e+16,12488256.210047582,50.2295157471881,5.9734015062415935,[0.31637776],0
5.3984097791399275e+32,12668988800.940077,8.648468919579304e+33,8.473836600015542e+16,12484767.169394888,50.19932786722029,5.962661902520859,[0.31629549],0
5.4051238852889416e+32,12675586253.252342,8.652467041959955e+33,8.466375934416458e+16,12481279.841582108,50.16915277081031,5.9519422241591,[0.31621328],0
5.411837991437956e+32,12682180958.082325,8.656458075565559e+33,8.45892143205255e+16,12477794.224308576,50.13899043835638,5.9412424259003345,[0.31613113],0
5.41855209758697e+32,12688772926.543337,8.660442033291696e+33,8.451473084190598e+16,12474310.315299207,50.108840850383814,5.930562462684967,[0.31604905],0
5.4252662037359846e+32,12695362169.710861,8.664418927976787e+33,8.444030882145405e+16,12470828.112304486,50.07870398754549,5.919902289648886,[0.31596703],0
5.431980309884999e+32,12701948698.622576,8.668388772402088e+33,8.4365948172798e+16,12467347.613100478,50.04857983062245,5.909261862122565,[0.31588507],0
5.438694416034013e+32,12708532524.278341,8.672351579291702e+33,8.429164881004632e+16,12463868.815488823,50.018468360524395,5.898641135630195,[0.31580317],0
5.445408522183027e+32,12715113657.640205,8.676307361312567e+33,8.421741064778776e+16,12460391.717296742,49.98836955829023,5.8880400658887,[0.31572133],0
5.452122628332041e+32,12721692109.632404,8.680256131074464e+33,8.414323360109133e+16,12456916.316377027,49.9582834050886,5.877458608806942,[0.31563955],0
5.458836734481055e+32,12728267891.14136,8.68419790113001e+33,8.406911758550626e+16,12453442.610608049,49.92820988221849,5.866896720484777,[0.31555783],0
5.465550840630069e+32,12734841013.015675,8.688132683974665e+33,8.399506251706202e+16,12449970.597893761,49.898148971109606,5.856354357212174,[0.31547618],0
5.472264946779083e+32,12741411486.066145,8.692060492046729e+33,8.392106831226832e+16,12446500.276163684,49.86810065332314,5.8458314754683585,[0.31539458],0
5.4789790529280975e+32,12747979321.06575,8.695981337727341e+33,8.384713488811512e+16,12443031.643372923,49.83806491055212,5.835328031920943,[0.31531304],0
5.4856931590771116e+32,12754544528.749659,8.69989523334048e+33,8.377326216207262e+16,12439564.697502155,49.80804172462203,5.824843983424991,[0.31523156],0
5.492407265226126e+32,12761107119.81522,8.703802191152964e+33,8.369945005209126e+16,12436099.436557638,49.778031077491356,5.814379287022281,[0.31515013],0
5.49912137137514e+32,12767667104.921976,8.707702223374454e+33,8.362569847660173e+16,12432635.858571202,49.748032951252135,5.80393389994029,[0.31506877],0
5.505835477524154e+32,12774224494.69165,8.711595342157447e+33,8.355200735451491e+16,12429173.961600257,49.71804732813041,5.793507779591472,[0.31498746],0
5.512549583673169e+32,12780779299.708157,8.715481559597284e+33,8.347837660522197e+16,12425713.74372779,49.68807419048685,5.783100883572303,[0.31490621],0
5.519263689822183e+32,12787331530.51759,8.719360887732142e+33,8.340480614859434e+16,12422255.203062365,49.658113520817324,5.77271316966248,[0.31482502],0
5.525977795971197e+32,12793881197.628239,8.723233338543041e+33,8.333129590498363e+16,12418798.33773812,49.628165301753334,5.7623445958241,[0.31474389],0
5.532691902120211e+32,12800428311.51057,8.727098923953839e+33,8.325784579522173e+16,12415343.145914774,49.598229516062645,5.751995120200779,[0.31466281],0
5.539406008269225e+32,12806972882.597242,8.730957655831237e+33,8.318445574062077e+16,12411889.625777619,49.56830614664981,5.741664701116837,[0.31458178],0
5.546120114418239e+32,12813514921.2831,8.734809545984769e+33,8.311112566297309e+16,12408437.775537524,49.538395176556634,5.731353297076428,[0.31450081],0
5.552834220567253e+32,12820054437.925175,8.738654606166816e+33,8.303785548455131e+16,12404987.593430938,49.508496588962856,5.721060866762769,[0.3144199],0
5.5595483267162674e+32,12826591442.84268,8.7424928480726e+33,8.296464512810826e+16,12401539.077719884,49.47861036718653,5.7107873690372815,[0.31433904],0
5.5662624328652815e+32,12833125946.31702,8.746324283340174e+33,8.289149451687704e+16,12398092.226691963,49.44873649468476,5.700532762938799,[0.31425824],0
5.5729765390142956e+32,12839657958.591782,8.75014892355044e+33,8.281840357457098e+16,12394647.038660355,49.41887495505402,5.690297007682704,[0.31417749],0
5.57969064516331e+32,12846187489.872746,8.753966780227134e+33,8.274537222538362e+16,12391203.511963809,49.3890257320309,5.680080062660172,[0.3140968],0
5.586404751312324e+32,12852714550.327868,8.757777864836836e+33,8.267240039398877e+16,12387761.644966662,49.359188809492494,5.669881887437318,[0.31401615],0
5.593118857461338e+32,12859239150.0873,8.761582188788964e+33,8.259948800554048e+16,12384321.436058817,49.329364171457065,5.659702441754425,[0.31393556],0
5.599832963610353e+32,12865761299.243378,8.765379763435778e+33,8.252663498567302e+16,12380882.883655762,49.299551802084466,5.649541685525113,[0.31385503],0
5.606547069759367e+32,12872281007.850616,8.769170600072372e+33,8.245384126050098e+16,12377445.986198558,49.26975168567682,5.639399578835588,[0.31377454],0
5.613261175908381e+32,12878798285.92573,8.772954709936688e+33,8.238110675661904e+16,12374010.742153844,49.23996380667893,5.629276081943804,[0.31369411],0
5.619975282057395e+32,12885313143.447609,8.776732104209502e+33,8.230843140110227e+16,12370577.150013834,49.21018814967894,5.619171155278698,[0.31361373],0
5.626689388206409e+32,12891825590.357334,8.780502794014432e+33,8.223581512150592e+16,12367145.20829632,49.1804246994088,5.609084759439403,[0.3135334],0
5.633403494355423e+32,12898335636.55817,8.784266790417938e+33,8.216325784586544e+16,12363714.915544672,49.15067344074481,5.59901685519448,[0.31345312],0
5.6401176005044374e+32,12904843291.915573,8.788024104429316e+33,8.209075950269658e+16,12360286.270327834,49.12093435870822,5.588967403481098,[0.31337289],0
5.6468317066534515e+32,12911348566.257177,8.791774747000705e+33,8.201832002099531e+16,12356859.271240331,49.09120743846573,5.5789363654043145,[0.31329271],0
5.6535458128024656e+32,12917851469.372814,8.795518729027081e+33,8.194593933023784e+16,12353433.91690226,49.06149266533005,5.568923702236276,[0.31321258],0
5.66025991895148e+32,12924352011.014492,8.799256061346263e+33,8.187361736038064e+16,12350010.2059593,49.03179002476048,5.5589293754154605,[0.3131325],0
5.666974025100494e+32,12930850200.89641,8.80298675473891e+33,8.180135404186038e+16,12346588.137082702,49.00209950236334,5.5489533465459076,[0.31305247],0
5.673688131249508e+32,12937346048.694954,8.806710819928518e+33,8.172914930559398e+16,12343167.708969295,48.97242108389264,5.538995577396462,[0.31297248],0
5.680402237398522e+32,12943839564.048693,8.810428267581425e+33,8.165700308297866e+16,12339748.920341486,48.942754755250604,5.529056029900029,[0.31289255],0
5.687116343547537e+32,12950330756.558386,8.814139108306809e+33,8.158491530589178e+16,12336331.769947259,48.913100502488135,5.519134666152845,[0.31281266],0
5.693830449696551e+32,12956819635.786976,8.817843352656687e+33,8.151288590669104e+16,12332916.256560175,48.88345831180548,5.509231448413657,[0.31273282],0
5.700544555845565e+32,12963306211.259592,8.821541011125916e+33,8.14409148182143e+16,12329502.37897937,48.85382816955264,5.499346339103043,[0.31265302],0
5.707258661994579e+32,12969790492.463552,8.825232094152194e+33,8.136900197377974e+16,12326090.136029558,48.82421006223008,5.489479300802657,[0.31257328],0
5.713972768143593e+32,12976272488.84836,8.828916612116059e+33,8.12971473071857e+16,12322679.52656103,48.794603976489086,5.479630296254474,[0.31249357],0
5.720686874292607e+32,12982752209.825703,8.832594575340888e+33,8.12253507527108e+16,12319270.54944965,48.76500989913247,5.469799288360108,[0.31241392],0
5.7274009804416214e+32,12989229664.769459,8.836265994092898e+33,8.115361224511392e+16,12315863.20359687,48.73542781711508,5.459986240179993,[0.31233431],0
5.7341150865906355e+32,12995704863.015686,8.839930878581145e+33,8.108193171963414e+16,12312457.487929704,48.70585771754426,5.450191114932731,[0.31225474],0
5.74082919273965e+32,13002177813.862637,8.843589238957529e+33,8.101030911199078e+16,12309053.401400754,48.67629958768048,5.440413875994372,[0.31217522],0
5.747543298888664e+32,13008648526.570744,8.847241085316783e+33,8.093874435838349e+16,12305650.94298819,48.64675341493794,5.430654486897618,[0.31209574],0
5.754257405037678e+32,13015117010.362629,8.85088642769649e+33,8.0867237395492e+16,12302250.11169577,48.61721918688494,5.420912911331211,[0.31201631],0
5.760971511186692e+32,13021583274.4231,8.854525276077061e+33,8.079578816047645e+16,12298850.90655282,48.58769689124458,5.411189113139122,[0.31193691],0
5.767685617335706e+32,13028047327.89915,8.858157640381754e+33,8.072439659097709e+16,12295453.326614242,48.5581865158953,5.401483056319916,[0.31185757],0
5.774399723484721e+32,13034509179.899961,8.861783530476671e+33,8.065306262511446e+16,12292057.37096052,48.528688048871295,5.391794705026004,[0.31177826],0
5.781113829633735e+32,13040968839.496897,8.865402956170743e+33,8.058178620148936e+16,12288663.038697714,48.499201478363226,5.382124023562934,[0.31169899],0
5.787827935782749e+32,13047426315.72351,8.86901592721575e+33,8.051056725918282e+16,12285270.328957457,48.4697267927187,5.372470976388754,[0.31161977],0
5.794542041931763e+32,13053881617.575544,8.872622453306307e+33,8.043940573775611e+16,12281879.240896966,48.44026398044281,5.362835528113235,[0.31154059],0
5.801256148080777e+32,13060334754.010921,8.876222544079871e+33,8.036830157725072e+16,12278489.773699025,48.410813030198675,5.3532176434972305,[0.31146145],0
5.8079702542297914e+32,13066785733.949755,8.879816209116739e+33,8.029725471818838e+16,12275101.926572002,48.38137393080801,5.343617287451967,[0.31138234],0
5.8146843603788055e+32,13073234566.274342,8.883403457940048e+33,8.02262651015711e+16,12271715.698749842,48.35194667125171,5.334034425038362,[0.31130328],0
5.8213984665278196e+32,13079681259.82917,8.886984300015774e+33,8.015533266888112e+16,12268331.089492064,48.32253124067032,5.324469021466342,[0.31122426],0
5.828112572676834e+32,13086125823.420908,8.890558744752735e+33,8.008445736208086e+16,12264948.09808376,48.29312762836466,5.314921042094152,[0.31114527],0
5.834826678825848e+32,13092568265.818415,8.894126801502584e+33,8.001363912361307e+16,12261566.72383561,48.26373582379632,5.305390452427695,[0.31106633],0
5.841540784974862e+32,13099008595.752731,8.897688479559821e+33,7.994287789640067e+16,12258186.966083858,48.23435581658827,5.295877218119856,[0.31098742],0
5.848254891123876e+32,13105446821.917093,8.90124378816178e+33,7.987217362384685e+16,12254808.824190335,48.20498759652533,5.286381304969792,[0.31090855],0
5.85496899727289e+32,13111882952.966913,8.904792736488637e+33,7.980152624983506e+16,12251432.297542445,48.1756311535548,5.276902678922355,[0.31082972],0
5.861683103421904e+32,13118316997.519794,8.90833533366341e+33,7.973093571872896e+16,12248057.385553166,48.146286477786965,5.267441306067324,[0.31075092],0
5.868397209570919e+32,13124748964.15553,8.911871588751954e+33,7.966040197537245e+16,12244684.087661056,48.11695355949566,5.257997152638789,[0.31067216],0
5.875111315719933e+32,13131178861.416092,8.915401510762967e+33,7.95899249650897e+16,12241312.40333025,48.08763238911885,5.248570185014529,[0.31059344],0
5.881825421868947e+32,13137606697.805641,8.918925108647981e+33,7.951950463368509e+16,12237942.332050458,48.05832295725908,5.239160369715303,[0.31051475],0
5.8885395280179614e+32,13144032481.790531,8.922442391301376e+33,7.944914092744326e+16,12234573.873336969,48.029025254684164,5.229767673404193,[0.31043609],0
5.8952536341669755e+32,13150456221.799294,8.925953367560367e+33,7.937883379312906e+16,12231207.02673065,47.99973927232765,5.2203920628860025,[0.31035747],0
5.9019677403159896e+32,13156877926.222649,8.929458046205008e+33,7.930858317798765e+16,12227841.791797936,47.970465001289405,5.211033505106578,[0.31027889],0
5.908681846465004e+32,13163297603.413506,8.932956435958197e+33,7.923838902974432e+16,12224478.168130849,47.94120243283614,5.201691967152176,[0.31020033],0
5.915395952614018e+32,13169715261.68696,8.936448545485669e+33,7.91682512966047e+16,12221116.155346984,47.911951558401974,5.192367416248814,[0.31012181],0
5.922110058763032e+32,13176130909.32029,8.939934383396e+33,7.909816992725466e+16,12217755.753089514,47.88271236958904,5.183059819761647,[0.31004333],0
5.928824164912046e+32,13182544554.552963,8.943413958240605e+33,7.90281448708602e+16,12214396.961027186,47.85348485816793,5.173769145194295,[0.30996487],0
5.93553827106106e+32,13188956205.586632,8.946887278513741e+33,7.895817607706768e+16,12211039.778854327,47.82426901607836,5.16449536018828,[0.30988645],0
5.942252377210074e+32,13195365870.585136,8.950354352652501e+33,7.888826349600365e+16,12207684.206290837,47.79506483542964,5.155238432522339,[0.30980806],0
5.948966483359088e+32,13201773557.674503,8.953815189036823e+33,7.881840707827494e+16,12204330.2430822,47.76587230850129,5.145998330111806,[0.30972969],0
5.955680589508103e+32,13208179274.942944,8.957269795989482e+33,7.874860677496853e+16,12200977.888999464,47.736691427743544,5.136775021007998,[0.30965136],0
5.962394695657117e+32,13214583030.440855,8.960718181776094e+33,7.867886253765174e+16,12197627.143839268,47.70752218577791,5.127568473397625,[0.30957306],0
5.969108801806131e+32,13220984832.180824,8.964160354605112e+33,7.860917431837206e+16,12194278.00742382,47.67836457539778,5.11837865560212,[0.30949479],0
5.9758229079551454e+32,13227384688.13762,8.967596322627835e+33,7.853954206965728e+16,12190930.479600906,47.64921858956893,5.109205536077047,[0.30941655],0
5.9825370141041595e+32,13233782606.248205,8.971026093938393e+33,7.84699657445154e+16,12187584.56024389,47.6200842214301,5.1000490834114744,[0.30933833],0
5.989251120253174e+32,13240178594.41172,8.974449676573766e+33,7.840044529643462e+16,12184240.24925171,47.59096146429347,5.090909266327445,[0.30926015],0
5.995965226402188e+32,13246572660.489494,8.977867078513768e+33,7.833098067938347e+16,12180897.546548886,47.56185031164537,5.081786053679219,[0.30918199],0
6.002679332551202e+32,13252964812.305048,8.981278307681054e+33,7.826157184781066e+16,12177556.45208551,47.53275075714674,5.0726794144528276,[0.30910385],0
6.009393438700216e+32,13259355057.644081,8.984683371941118e+33,7.819221875664512e+16,12174216.965837251,47.50366279463361,5.063589317765361,[0.30902575],0
6.01610754484923e+32,13265743404.254484,8.988082279102295e+33,7.81229213612961e+16,12170879.08780536,47.474586418117845,5.054515732864424,[0.30894767],0
6.022821650998244e+32,13272129859.846334,8.991475036915762e+33,7.805367961765301e+16,12167542.818016658,47.44552162178755,5.04545862912753,[0.30886961],0
6.029535757147258e+32,13278514432.091892,8.994861653075532e+33,7.798449348208554e+16,12164208.156523544,47.41646840000766,5.036417976061516,[0.30879158],0
6.0362498632962724e+32,13284897128.625608,8.998242135218461e+33,7.791536291144365e+16,12160875.103404002,47.38742674732053,5.027393743301898,[0.30871358],0
6.042963969445287e+32,13291277957.044117,9.001616490924243e+33,7.784628786305744e+16,12157543.658761581,47.35839665844645,5.018385900612394,[0.3086356],0
6.049678075594301e+32,13297656924.906239,9.004984727715412e+33,7.777726829473739e+16,12154213.822725417,47.32937812828429,5.009394417884224,[0.30855764],0
6.0563921817433154e+32,13304034039.732983,9.008346853057346e+33,7.77083041647741e+16,12150885.595450213,47.300371151911875,5.000419265135574,[0.30847971],0
6.0631062878923295e+32,13310409309.00754,9.011702874358255e+33,7.763939543193846e+16,12147558.977116257,47.27137572458675,4.991460412511062,[0.3084018],0
6.0698203940413436e+32,13316782740.175297,9.015052798969197e+33,7.757054205548163e+16,12144233.967929412,47.2423918417466,4.982517830281093,[0.30832391],0
6.076534500190358e+32,13323154340.643814,9.018396634184066e+33,7.750174399513494e+16,12140910.568121113,47.21341949900987,4.973591488841302,[0.30824604],0
6.083248606339372e+32,13329524117.782848,9.021734387239596e+33,7.743300121111003e+16,12137588.77794838,47.18445869217632,4.96468135871199,[0.30816819],0
6.089962712488386e+32,13335892078.924337,9.025066065315361e+33,7.736431366409872e+16,12134268.5976938,47.1555094172275,4.955787410537587,[0.30809037],0
6.0966768186374e+32,13342258231.362408,9.028391675533776e+33,7.729568131527315e+16,12130950.027665546,47.12657167032748,4.94690961508601,[0.30801256],0
6.103390924786414e+32,13348622582.353374,9.031711224960096e+33,7.722710412628558e+16,12127633.068197362,47.097645447823204,4.938047943248161,[0.30793477],0
6.110105030935428e+32,13354985139.115734,9.035024720602414e+33,7.715858205926864e+16,12124317.719648572,47.068730746245194,4.929202366037366,[0.30785701],0
6.116819137084442e+32,13361345908.83017,9.038332169411664e+33,7.709011507683514e+16,12121003.982404074,47.03982756230808,4.920372854588762,[0.30777926],0
6.1235332432334564e+32,13367704898.639557,9.041633578281622e+33,7.702170314207808e+16,12117691.856874345,47.0109358929111,4.911559380158803,[0.30770153],0
6.130247349382471e+32,13374062115.648952,9.044928954048901e+33,7.695334621857082e+16,12114381.343495438,46.98205573513875,4.902761914124645,[0.30762381],0
6.1369614555314854e+32,13380417566.925596,9.048218303492954e+33,7.688504427036685e+16,12111072.442728983,46.95318708626123,4.893980427983668,[0.30754612],0
6.1436755616804995e+32,13386771259.498924,9.051501633336077e+33,7.681679726199997e+16,12107765.155062187,46.924329943735145,4.8852148933528765,[0.30746844],0
6.1503896678295136e+32,13393123200.360552,9.054778950243403e+33,7.674860515848416e+16,12104459.481007833,46.89548430520392,4.876465281968323,[0.30739077],0
6.157103773978528e+32,13399473396.464281,9.058050260822906e+33,7.668046792531373e+16,12101155.421104282,46.86665016849847,4.867731565684641,[0.30731313],0
6.163817880127542e+32,13405821827.80425,9.061315605275623e+33,7.661238546341734e+16,12097852.951965645,46.83782758482864,4.859013680910269,[0.3072355],0
6.170531986276556e+32,13412168370.30996,9.064575153177489e+33,7.654435741674952e+16,12094551.95775929,46.80901680677184,4.850311426833559,[0.30715791],0
6.17724609242557e+32,13418513010.625126,9.067828934840344e+33,7.647638368852638e+16,12091252.421270944,46.780217862140915,4.841624749135505,[0.30708037],0
6.183960198574584e+32,13424855752.321016,9.071076959358892e+33,7.640846422243358e+16,12087954.34035386,46.751430744945395,4.832953615948635,[0.30700287],0
6.190674304723598e+32,13431196598.969193,9.074319235818058e+33,7.634059896221522e+16,12084657.712863574,46.72265544918599,4.824297995487388,[0.30692542],0
6.197388410872612e+32,13437535554.14152,9.077555773292984e+33,7.627278785167378e+16,12081362.536657926,46.69389196885468,4.815657856047869,[0.30684801],0
6.2041025170216264e+32,13443872621.410152,9.08078658084903e+33,7.620503083467026e+16,12078068.809597045,46.66514029793471,4.807033166007515,[0.30677064],0
6.2108166231706405e+32,13450207804.347548,9.08401166754177e+33,7.613732785512403e+16,12074776.529543357,46.636400430400684,4.798423893824922,[0.30669332],0
6.217530729319655e+32,13456541106.526463,9.087231042417003e+33,7.606967885701296e+16,12071485.694361584,46.60767236021859,4.789830008039476,[0.30661604],0
6.2242448354686694e+32,13462872531.519941,9.090444714510738e+33,7.600208378437331e+16,12068196.301918743,46.5789560813458,4.781251477271153,[0.3065388],0
6.2309589416176835e+32,13469202082.901339,9.093652692849207e+33,7.593454258129979e+16,12064908.350084143,46.55025158773121,4.772688270220183,[0.30646161],0
6.2376730477666976e+32,13475529764.244295,9.096854986448856e+33,7.586705519194558e+16,12061621.836729392,46.5215588733152,4.764140355666874,[0.30638446],0
6.244387153915712e+32,13481855579.122759,9.100051604316352e+33,7.579962156052226e+16,12058336.759728389,46.49287793202968,4.755607702471243,[0.30630736],0
6.251101260064726e+32,13488179531.110968,9.103242555448576e+33,7.573224163129986e+16,12055053.116957333,46.46420875779821,4.747090279572844,[0.30623029],0
6.25781536621374e+32,13494501623.783459,9.106427848832631e+33,7.566491534860685e+16,12051770.906294713,46.43555134453598,4.738588055990451,[0.30615327],0
6.264529472362754e+32,13500821860.715073,9.109607493445833e+33,7.559764265683014e+16,12048490.125621315,46.406905686149855,4.730101000821791,[0.3060763],0
6.271243578511768e+32,13507140245.480938,9.112781498255718e+33,7.553042350041509e+16,12045210.77282022,46.37827177653844,4.7216290832433225,[0.30599936],0
6.277957684660782e+32,13513456781.656488,9.115949872220041e+33,7.546325782386547e+16,12041932.845776806,46.3496496095921,4.713172272509925,[0.30592247],0
6.2846717908097964e+32,13519771472.81745,9.119112624286772e+33,7.539614557174352e+16,12038656.342378743,46.32103917919305,4.704730537954718,[0.30584562],0
6.2913858969588105e+32,13526084322.53985,9.1222697633941e+33,7.532908668866989e+16,12035381.260515995,46.29244047921536,4.696303848988701,[0.30576881],0
6.2981000031078246e+32,13532395334.400011,9.125421298470432e+33,7.52620811193237e+16,12032107.598080827,46.26385350352503,4.68789217510057,[0.30569205],0
6.3048141092568394e+32,13538704511.974554,9.128567238434391e+33,7.519512880844246e+16,12028835.352967791,46.235278245979956,4.679495485856455,[0.30561532],0
6.3115282154058535e+32,13545011858.840395,9.13170759219482e+33,7.512822970082219e+16,12025564.523073742,46.20671470043011,4.67111375089964,[0.30553864],0
6.3182423215548676e+32,13551317378.574753,9.134842368650778e+33,7.506138374131728e+16,12022295.106297825,46.178162860717435,4.662746939950335,[0.305462],0
6.324956427703882e+32,13557621074.755138,9.137971576691541e+33,7.49945908748406e+16,12019027.100541478,46.14962272067602,4.654395022805387,[0.30538541],0
6.331670533852896e+32,13563922950.959362,9.141095225196606e+33,7.492785104636347e+16,12015760.503708439,46.12109427413208,4.646057969338098,[0.30530885],0
6.33838464000191e+32,13570223010.765532,9.144213323035682e+33,7.486116420091558e+16,12012495.31370474,46.092577514903965,4.637735749497899,[0.30523234],0
6.345098746150924e+32,13576521257.752054,9.147325879068701e+33,7.479453028358514e+16,12009231.528438706,46.06407243680229,4.62942833331015,[0.30515586],0
6.351812852299938e+32,13582817695.497633,9.150432902145811e+33,7.472794923951872e+16,12005969.14582096,46.0355790336299,4.621135690875865,[0.30507943],0
6.358526958448952e+32,13589112327.581264,9.153534401107377e+33,7.466142101392142e+16,12002708.163764415,46.00709729918199,4.612857792371501,[0.30500304],0
6.365241064597966e+32,13595405157.582253,9.156630384783981e+33,7.459494555205669e+16,11999448.580184283,45.97862722724608,4.604594608048683,[0.30492669],0
6.3719551707469804e+32,13601696189.080187,9.159720861996425e+33,7.452852279924648e+16,11996190.39299807,45.95016881160213,4.596346108233969,[0.30485038],0
6.3786692768959945e+32,13607985425.654963,9.162805841555725e+33,7.446215270087117e+16,11992933.600125577,45.921722046022495,4.588112263328604,[0.30477411],0
6.3853833830450086e+32,13614272870.88677,9.16588533226312e+33,7.439583520236952e+16,11989678.199488902,45.89328692427205,4.5798930438082905,[0.30469789],0
6.3920974891940235e+32,13620558528.356098,9.16895934291006e+33,7.432957024923882e+16,11986424.189012434,45.86486344010818,4.571688420222937,[0.3046217],0
6.3988115953430376e+32,13626842401.64373,9.172027882278218e+33,7.426335778703472e+16,11983171.566622859,45.83645158728091,4.563498363196409,[0.30454556],0
6.405525701492052e+32,13633124494.33075,9.175090959139484e+33,7.419719776137136e+16,11979920.330249157,45.80805135953282,4.555322843426314,[0.30446945],0
6.412239807641066e+32,13639404809.998537,9.178148582255962e+33,7.41310901179213e+16,11976670.477822606,45.779662750599186,4.547161831683751,[0.30439339],0
6.41895391379008e+32,13645683352.22877,9.181200760379977e+33,7.406503480241554e+16,11973422.007276775,45.75128575420803,4.539015298813087,[0.30431736],0
6.425668019939094e+32,13651960124.603422,9.184247502254072e+33,7.39990317606435e+16,11970174.916547533,45.72292036408007,4.530883215731687,[0.30424138],0
6.432382126088108e+32,13658235130.704767,9.187288816611004e+33,7.393308093845307e+16,11966929.203573039,45.694566573928874,4.522765553429716,[0.30416544],0
6.439096232237122e+32,13664508374.115376,9.190324712173752e+33,7.386718228175056e+16,11963684.866293747,45.66622437746085,4.514662282969906,[0.30408953],0
6.445810338386136e+32,13670779858.418114,9.19335519765551e+33,7.380133573650074e+16,11960441.90265241,45.63789376837532,4.506573375487303,[0.30401367],0
6.4525244445351504e+32,13677049587.196148,9.196380281759689e+33,7.373554124872678e+16,11957200.310594076,45.60957474036449,4.498498802189011,[0.30393785],0
6.4592385506841645e+32,13683317564.032942,9.199399973179922e+33,7.366979876451032e+16,11953960.088066082,45.5812672871136,4.490438534354062,[0.30386206],0
6.4659526568331786e+32,13689583792.51225,9.202414280600054e+33,7.360410822999142e+16,11950721.233018067,45.55297140230089,4.482392543333057,[0.30378632],0
6.472666762982193e+32,13695848276.218138,9.205423212694151e+33,7.353846959136862e+16,11947483.74340196,45.524687079597726,4.474360800548043,[0.30371061],0
6.4793808691312075e+32,13702111018.734955,9.208426778126496e+33,7.347288279489882e+16,11944247.617171986,45.49641431266853,4.466343277492218,[0.30363495],0
6.4860949752802216e+32,13708372023.647352,9.21142498555159e+33,7.340734778689744e+16,11941012.85228467,45.46815309517092,4.458339945729747,[0.30355932],0
6.492809081429235e+32,13714631294.540283,9.21441784361415e+33,7.334186451373829e+16,11937779.446698824,45.439903420755726,4.450350776895527,[0.30348374],0
6.499523187578249e+32,13720888834.998995,9.217405360949113e+33,7.327643292185363e+16,11934547.39837556,45.41166528306704,4.442375742694926,[0.30340819],0
6.506237293727263e+32,13727144648.60903,9.220387546181632e+33,7.321105295773418e+16,11931316.705278283,45.38343867574223,4.43441481490361,[0.30333268],0
6.512951399876277e+32,13733398738.956232,9.223364407927079e+33,7.314572456792906e+16,11928087.365372695,45.35522359241204,4.426467965367318,[0.30325721],0
6.519665506025291e+32,13739651109.626741,9.226335954791041e+33,7.308044769904586e+16,11924859.376626793,45.32702002670057,4.418535166001601,[0.30318178],0
6.526379612174306e+32,13745901764.206995,9.229302195369326e+33,7.301522229775058e+16,11921632.737010866,45.2988279722254,4.410616388791635,[0.30310639],0
6.53309371832332e+32,13752150706.283726,9.232263138247957e+33,7.29500483107677e+16,11918407.4444975,45.27064742259759,4.40271160579198,[0.30303104],0
6.539807824472334e+32,13758397939.443968,9.235218792003177e+33,7.28849256848801e+16,11915183.497061577,45.24247837142166,4.3948207891263955,[0.30295573],0
6.546521930621348e+32,13764643467.275051,9.238169165201443e+33,7.28198543669291e+16,11911960.892680272,45.214320812295796,4.386943910987579,[0.30288045],0
6.553236036770362e+32,13770887293.364601,9.241114266399435e+33,7.275483430381451e+16,11908739.629333055,45.186174738811744,4.379080943636997,[0.30280521],0
6.559950142919376e+32,13777129421.300543,9.244054104144047e+33,7.268986544249451e+16,11905519.705001693,45.15804014455493,4.371231859404618,[0.30273002],0
6.56666424906839e+32,13783369854.671099,9.246988686972389e+33,7.262494772998578e+16,11902301.117670247,45.12991702310451,4.363396630688732,[0.30265486],0
6.573378355217404e+32,13789608597.064789,9.249918023411793e+33,7.256008111336336e+16,11899083.865325073,45.101805368033375,4.3555752299557575,[0.30257974],0
6.580092461366418e+32,13795845652.070429,9.252842121979806e+33,7.24952655397608e+16,11895867.94595482,45.073705172908205,4.347767629739956,[0.30250465],0
6.586806567515432e+32,13802081023.277136,9.255760991184193e+33,7.243050095637008e+16,11892653.357550437,45.04561643128955,4.339973802643281,[0.30242961],0
6.593520673664447e+32,13808314714.274317,9.258674639522938e+33,7.236578731044158e+16,11889440.09810516,45.01753913673186,4.332193721335171,[0.3023546],0
6.60023477981346e+32,13814546728.651686,9.26158307548424e+33,7.230112454928418e+16,11886228.16561453,44.98947328278351,4.324427358552303,[0.30227964],0
6.606948885962475e+32,13820777069.999249,9.264486307546519e+33,7.22365126202651e+16,11883017.558076374,44.961418862986854,4.316674687098386,[0.30220471],0
6.61366299211149e+32,13827005741.907309,9.26738434417841e+33,7.217195147081011e+16,11879808.27349082,44.93337587087827,4.308935679843996,[0.30212981],0
