m,r,l,P,T,rho,epsilon,nabla,convective_status
1.444904541358674e+33,20979757888.157257,1.0642735773876541e+34,2.191983358657407e+16,8676230.228747284,18.686817960077214,0.4248612775789643,[0.23394716],0
1.4455759654020562e+33,20986254969.3493,1.0643020707169413e+34,2.189324704120516e+16,8673767.407859134,18.66945126656023,0.42388178350240213,[0.23390104],0
1.4462473894454384e+33,20992754069.524105,1.064330498341894e+34,2.186668106723435e+16,8671304.688681168,18.65209203561645,0.42290414661584,[0.23385494],0
1.4469188134888207e+33,20999255192.303326,1.06435886038668e+34,2.184013565450802e+16,8668842.07047889,18.634740267139076,0.42192836397835437,[0.23380887],0
1.447590237532203e+33,21005758341.31213,1.06438715697525e+34,2.1813610792882036e+16,8666379.55251764,18.61739596102325,0.4209544326533345,[0.23376281],0
1.4482616615755853e+33,21012263520.17919,1.0644153882313368e+34,2.1787106472221804e+16,8663917.134062598,18.600059117166044,0.4199823497084806,[0.23371678],0
1.4489330856189675e+33,21018770732.536697,1.064443554278457e+34,2.176062268240222e+16,8661454.814378774,18.58272973546648,0.4190121122157907,[0.23367077],0
1.4496045096623498e+33,21025279981.9218,1.0644716552716134e+34,2.1734159434889216e+16,8658992.597960185,18.56540782303166,0.41804371862981127,[0.23362478],0
1.450275933705732e+33,21031791266.94094,1.064499692902003e+34,2.170771778761481e+16,8656530.742904369,18.548093736937968,0.4170772341283074,[0.23357877],0
1.4509473577491146e+33,21038304587.958332,1.064527668146913e+34,2.1681298314457184e+16,8654069.39016494,18.530787674244042,0.4161126926585215,[0.23353275],0
1.4516187817924966e+33,21044819947.994152,1.0645555811053656e+34,2.1654900991871496e+16,8651608.535963684,18.51348963278972,0.41515008996685243,[0.23348669],0
1.4522902058358792e+33,21051337350.078987,1.0645834318763053e+34,2.1628525796358704e+16,8649148.176530406,18.49619961040128,0.4141894218129254,[0.2334406],0
1.4529616298792612e+33,21057856797.253796,1.0646112205585976e+34,2.160217270446573e+16,8646688.30810293,18.478917604891695,0.413230683969557,[0.23339449],0
1.4536330539226437e+33,21064378292.56996,1.0646389472510297e+34,2.1575841692785252e+16,8644228.926927105,18.461643614060552,0.4122738722227036,[0.23334836],0
1.4543044779660257e+33,21070901839.08923,1.0646666120523095e+34,2.1549532737955936e+16,8641770.0292568,18.4443776356943,0.41131898237142056,[0.23330219],0
1.4549759020094083e+33,21077427439.88377,1.0646942150610675e+34,2.1523245816662212e+16,8639311.611353904,18.427119667566227,0.41036601022780966,[0.23325601],0
1.4556473260527903e+33,21083955098.036125,1.0647217563758546e+34,2.149698090563446e+16,8636853.669488331,18.40986970743667,0.40941495161698066,[0.23320979],0
1.4563187500961728e+33,21090484816.63925,1.0647492360951439e+34,2.1470737981648856e+16,8634396.199938012,18.392627753052988,0.4084658023770024,[0.23316356],0
1.4569901741395548e+33,21097016598.796486,1.0647766543173292e+34,2.1444517021527524e+16,8631939.198988905,18.37539380214981,0.4075185583588568,[0.23311729],0
1.4576615981829374e+33,21103550447.62157,1.0648040111407263e+34,2.1418318002138364e+16,8629482.662934983,18.358167852448968,0.4065732154263994,[0.23307101],0
1.4583330222263194e+33,21110086366.238632,1.0648313066635723e+34,2.139214090039524e+16,8627026.588078247,18.340949901659744,0.40562976945631196,[0.2330247],0
1.459004446269702e+33,21116624357.78221,1.0648585409840257e+34,2.13659856932578e+16,8624570.970728712,18.323739947478856,0.40468821633805435,[0.23297836],0
1.4596758703130842e+33,21123164425.397217,1.064885714200166e+34,2.133985235773163e+16,8622115.807204422,18.306537987590644,0.4037485519738235,[0.23293201],0
1.4603472943564665e+33,21129706572.238976,1.064912826409995e+34,2.131374087086814e+16,8619661.093831437,18.28934401966708,0.40281077227850953,[0.23288563],0
1.4610187183998487e+33,21136250801.473198,1.0649398777114355e+34,2.1287651209764624e+16,8617206.82694384,18.272158041367952,0.4018748731796529,[0.23283923],0
1.461690142443231e+33,21142797116.276,1.064966868202331e+34,2.126158335156425e+16,8614753.002883738,18.2549800503409,0.4009408506173955,[0.23279281],0
1.4623615664866133e+33,21149345519.833874,1.0649937979804479e+34,2.123553727345603e+16,8612299.618001256,18.237810044221543,0.4000087005444406,[0.23274637],0
1.4630329905299956e+33,21155896015.34373,1.0650206671434726e+34,2.120951295267488e+16,8609846.66865454,18.220648020633575,0.3990784189260089,[0.2326999],0
1.4637044145733778e+33,21162448606.012856,1.065047475789014e+34,2.118351036650156e+16,8607394.151209764,18.20349397718884,0.39815000173979287,[0.23265342],0
1.46437583861676e+33,21169003295.058945,1.065074224014602e+34,2.11575294922627e+16,8604942.062041113,18.186347911487477,0.39722344497591744,[0.23260692],0
1.4650472626601424e+33,21175560085.710083,1.0651009119176878e+34,2.113157030733081e+16,8602490.397530802,18.169209821117978,0.3962987446368898,[0.23256039],0
1.4657186867035247e+33,21182118981.204742,1.0651275395956441e+34,2.1105632789124264e+16,8600039.154069064,18.152079703657293,0.3953758967375633,[0.23251385],0
1.466390110746907e+33,21188679984.79181,1.0651541071457653e+34,2.1079716915107296e+16,8597588.328054154,18.134957556670948,0.3944548973050928,[0.23246729],0
1.4670615347902892e+33,21195243099.730545,1.0651806146652668e+34,2.1053822662790024e+16,8595137.915892348,18.11784337771312,0.3935357423788887,[0.23242071],0
1.4677329588336715e+33,21201808329.29062,1.0652070622512858e+34,2.102795000972842e+16,8592687.913997943,18.100737164326752,0.39261842801057534,[0.23237411],0
1.4684043828770538e+33,21208375676.75209,1.0652334500008806e+34,2.100209893352433e+16,8590238.31879326,18.08363891404364,0.3917029502639501,[0.2323275],0
1.4690758069204363e+33,21214945145.40542,1.0652597780110315e+34,2.0976269411825464e+16,8587789.126708636,18.06654862438454,0.39078930521493915,[0.23228086],0
1.4697472309638183e+33,21221516738.55145,1.0652860463786395e+34,2.095046142232543e+16,8585340.334182438,18.04946629285929,0.3898774889515564,[0.23223421],0
1.470418655007201e+33,21228090459.501434,1.0653122552005275e+34,2.092467494276365e+16,8582891.937661044,18.03239191696682,0.3889674975738611,[0.23218755],0
1.4710900790505828e+33,21234666311.577007,1.0653384045734396e+34,2.0898909950925476e+16,8580443.933598867,18.01532549419538,0.38805932719391506,[0.23214086],0
1.4717615030939654e+33,21241244298.110214,1.0653644945940417e+34,2.0873166424642052e+16,8577996.318458324,17.998267022022517,0.3871529739357416,[0.23209416],0
1.4724329271373474e+33,21247824422.443474,1.0653905253589207e+34,2.0847444341790492e+16,8575549.08870987,17.981216497915288,0.3862484339352798,[0.23204745],0
1.47310435118073e+33,21254406687.92963,1.065416496964585e+34,2.082174368029367e+16,8573102.240831971,17.96417391933024,0.3853457033403506,[0.23200072],0
1.473775775224112e+33,21260991097.931892,1.0654424095074645e+34,2.079606441812043e+16,8570655.771311117,17.94713928371363,0.3844447783106084,[0.23195397],0
1.4744471992674945e+33,21267577655.823883,1.065468263083911e+34,2.0770406533285388e+16,8568209.676641822,17.930112588501387,0.3835456550175006,[0.23190722],0
1.4751186233108765e+33,21274166364.989605,1.0654940577901966e+34,2.074477000384912e+16,8565763.953326618,17.913093831119387,0.3826483296442317,[0.23186044],0
1.475790047354259e+33,21280757228.823483,1.065519793722516e+34,2.0719154807917984e+16,8563318.59787606,17.89608300898334,0.3817527983857128,[0.23181366],0
1.476461471397641e+33,21287350250.7303,1.0655454709769849e+34,2.0693560923644296e+16,8560873.606808728,17.879080119499108,0.3808590574485308,[0.23176686],0
1.4771328954410236e+33,21293945434.125275,1.0655710896496399e+34,2.0667988329226144e+16,8558428.976651214,17.862085160062605,0.37996710305089865,[0.23172004],0
1.4778043194844056e+33,21300542782.433983,1.06559664983644e+34,2.0642437002907576e+16,8555984.703938141,17.845098128060073,0.37907693142262167,[0.23167322],0
1.478475743527788e+33,21307142299.092422,1.0656221516332647e+34,2.061690692297844e+16,8553540.78521215,17.828119020868023,0.3781885388050518,[0.23162638],0
1.4791471675711704e+33,21313743987.54697,1.0656475951359159e+34,2.0591398067774496e+16,8551097.2170239,17.811147835853465,0.3773019214510459,[0.23157953],0
1.4798185916145527e+33,21320347851.25441,1.065672980440116e+34,2.0565910415677348e+16,8548653.995932078,17.794184570373915,0.37641707562493637,[0.23153267],0
1.480490015657935e+33,21326953893.681915,1.0656983076415092e+34,2.054044394511448e+16,8546211.118503388,17.77722922177755,0.3755339976024729,[0.23148579],0
1.4811614397013172e+33,21333562118.30705,1.0657235768356614e+34,2.051499863455925e+16,8543768.581312556,17.760281787403294,0.3746526836708011,[0.23143891],0
1.4818328637446995e+33,21340172528.617783,1.0657487881180596e+34,2.0489574462530856e+16,8541326.380942328,17.743342264580875,0.37377313012840596,[0.23139202],0
1.4825042877880818e+33,21346785128.11247,1.0657739415841122e+34,2.0464171407594396e+16,8538884.513983477,17.726410650630996,0.37289533328508534,[0.23134511],0
1.483175711831464e+33,21353399920.29987,1.0657990373291492e+34,2.0438789448360824e+16,8536442.977034792,17.709486942865386,0.3720192894619011,[0.2312982],0
1.4838471358748463e+33,21360016908.699123,1.065824075448422e+34,2.041342856348696e+16,8534001.766703086,17.692571138586917,0.37114499499114567,[0.23125127],0
1.4845185599182286e+33,21366636096.839787,1.0658490560371035e+34,2.0388088731675504e+16,8531560.87960319,17.675663235089704,0.37027244621629585,[0.23120434],0
